loss;epoch;iteration;global_iteration
2.080915689468384;0;1;1
1.8508532047271729;0;2;2
2.0624051094055176;0;3;3
2.078507423400879;0;4;4
1.9144346714019775;0;5;5
1.7814288139343262;0;6;6
1.8015283346176147;0;7;7
1.9342432022094727;0;8;8
1.7031493186950684;0;9;9
1.7963000535964966;0;10;10
1.6908230781555176;0;11;11
1.8242130279541016;0;12;12
1.4223676919937134;0;13;13
1.5186212062835693;0;14;14
1.342240333557129;0;15;15
1.4115009307861328;0;16;16
1.3365657329559326;0;17;17
1.0364468097686768;0;18;18
1.1711745262145996;0;19;19
0.9649899005889893;0;20;20
1.0404903888702393;0;21;21
0.992395281791687;0;22;22
0.7778081297874451;0;23;23
0.9337564706802368;0;24;24
1.1443562507629395;0;25;25
0.8574068546295166;0;26;26
0.9572426080703735;0;27;27
0.9423060417175293;0;28;28
0.958311915397644;0;29;29
0.8067116737365723;0;30;30
0.7538772821426392;0;31;31
0.761225700378418;0;32;32
0.6700848937034607;0;33;33
0.7546502947807312;0;34;34
0.5870453119277954;0;35;35
0.5069226622581482;0;36;36
0.5083492994308472;0;37;37
0.4548199772834778;0;38;38
0.6067724227905273;0;39;39
0.6910796761512756;0;40;40
1.6921980480762497e+28;0;41;41
0.5151598453521729;0;42;42
1.121227502822876;0;43;43
0.5070480108261108;0;44;44
0.4615195691585541;0;45;45
0.3774496912956238;0;46;46
0.4771338701248169;0;47;47
0.3849976062774658;0;48;48
0.6897650957107544;0;49;49
0.9326097965240479;0;50;50
0.48005637526512146;0;51;51
0.5023746490478516;0;52;52
0.4027007222175598;0;53;53
0.3378136157989502;0;54;54
0.3279924988746643;0;55;55
0.311969131231308;0;56;56
0.504584789276123;0;57;57
0.5809756517410278;0;58;58
0.6807972192764282;0;59;59
0.6390291452407837;0;60;60
0.4529387056827545;0;61;61
0.35647234320640564;0;62;62
0.8530953526496887;0;63;63
0.62973952293396;0;64;64
0.46586301922798157;0;65;65
0.4278343915939331;0;66;66
0.7893804907798767;0;67;67
0.4117043912410736;0;68;68
0.6144315600395203;0;69;69
0.2962847054004669;0;70;70
0.4754250645637512;0;71;71
0.542367696762085;0;72;72
0.4022854268550873;0;73;73
0.3043065071105957;0;74;74
0.45591405034065247;0;75;75
0.3482583165168762;0;76;76
0.426052451133728;0;77;77
0.3113621473312378;0;78;78
0.30942675471305847;0;79;79
0.3123251497745514;0;80;80
0.4151776432991028;0;81;81
0.48048803210258484;0;82;82
0.5740077495574951;0;83;83
0.44366151094436646;0;84;84
0.30268561840057373;0;85;85
0.27390891313552856;0;86;86
0.62502121925354;0;87;87
0.3533009886741638;0;88;88
0.5295387506484985;0;89;89
0.2294868528842926;0;90;90
0.2052527517080307;0;91;91
0.31882530450820923;0;92;92
0.1181553453207016;0;93;93
0.31153979897499084;0;94;94
0.4790075421333313;0;95;95
0.3881300091743469;0;96;96
0.3861238658428192;0;97;97
0.22185787558555603;0;98;98
0.29210299253463745;0;99;99
0.4479627013206482;0;100;100
0.17736998200416565;0;101;101
0.32945844531059265;0;102;102
0.45410865545272827;0;103;103
0.37915611267089844;0;104;104
0.11847802996635437;0;105;105
0.4088231921195984;0;106;106
0.1766507476568222;0;107;107
0.4195172190666199;0;108;108
0.09150415658950806;0;109;109
0.22690336406230927;0;110;110
0.25043830275535583;0;111;111
0.20579004287719727;0;112;112
0.5107378363609314;0;113;113
0.251158744096756;0;114;114
0.22421197593212128;0;115;115
0.10726557672023773;0;116;116
0.28143787384033203;0;117;117
0.2369859516620636;0;118;118
0.5539225935935974;0;119;119
0.3209119439125061;0;120;120
0.10504733771085739;0;121;121
0.21928802132606506;0;122;122
0.23233354091644287;0;123;123
0.2823665142059326;0;124;124
0.14928308129310608;0;125;125
0.3447566628456116;0;126;126
0.2694148123264313;0;127;127
0.8944135904312134;0;128;128
0.055142663419246674;0;129;129
0.2983972430229187;0;130;130
0.1352711319923401;0;131;131
0.12105588614940643;0;132;132
0.7446449398994446;0;133;133
0.7539312243461609;0;134;134
0.23632541298866272;0;135;135
0.5058072805404663;0;136;136
0.24638883769512177;0;137;137
0.15144950151443481;0;138;138
0.36716127395629883;0;139;139
0.34627723693847656;0;140;140
0.25395527482032776;0;141;141
0.10682640969753265;0;142;142
0.2058902084827423;0;143;143
0.4160115718841553;0;144;144
0.15532341599464417;0;145;145
0.12320456653833389;0;146;146
0.2647246718406677;0;147;147
0.1255512684583664;0;148;148
0.15773560106754303;0;149;149
0.37698304653167725;0;150;150
0.15230068564414978;0;151;151
0.5001354813575745;0;152;152
0.125624880194664;0;153;153
0.5670868754386902;0;154;154
0.2283187359571457;0;155;155
0.25446218252182007;0;156;156
0.1921892911195755;0;157;157
0.25541922450065613;0;158;158
0.2207130342721939;0;159;159
0.2791636884212494;0;160;160
0.08602869510650635;0;161;161
0.17239321768283844;0;162;162
0.13581116497516632;0;163;163
0.18740177154541016;0;164;164
0.5149458646774292;0;165;165
0.30452626943588257;0;166;166
0.14847661554813385;0;167;167
0.14974118769168854;0;168;168
0.11526176333427429;0;169;169
0.0825531929731369;0;170;170
0.8970390558242798;0;171;171
0.3836953639984131;0;172;172
0.4256149232387543;0;173;173
0.33094191551208496;0;174;174
0.3144580125808716;0;175;175
0.1656135618686676;0;176;176
0.10873816907405853;0;177;177
0.20309823751449585;0;178;178
0.04966428503394127;0;179;179
0.5798898935317993;0;180;180
0.22697477042675018;0;181;181
0.11593133956193924;0;182;182
0.24373173713684082;0;183;183
0.18848922848701477;0;184;184
0.3111460208892822;0;185;185
0.2131044566631317;0;186;186
0.1634807288646698;0;187;187
0.3694407343864441;0;188;188
0.5254247784614563;0;189;189
0.1816864311695099;0;190;190
0.09528714418411255;0;191;191
0.16685183346271515;0;192;192
0.3107425570487976;0;193;193
0.08028897643089294;0;194;194
0.5405676364898682;0;195;195
0.26038140058517456;0;196;196
0.14334990084171295;0;197;197
0.04238438606262207;0;198;198
0.16401466727256775;0;199;199
0.1970408409833908;0;200;200
0.0631742924451828;0;201;201
0.3987598121166229;0;202;202
0.10232239961624146;0;203;203
0.21201184391975403;0;204;204
0.5042077302932739;0;205;205
0.16304348409175873;0;206;206
0.43886321783065796;0;207;207
0.19565173983573914;0;208;208
0.08157612383365631;0;209;209
0.04906809702515602;0;210;210
0.28754186630249023;0;211;211
0.5249484777450562;0;212;212
0.16077518463134766;0;213;213
0.24208274483680725;0;214;214
0.233625590801239;0;215;215
0.08918699622154236;0;216;216
0.0807567611336708;0;217;217
0.8407585620880127;0;218;218
0.6961289644241333;0;219;219
0.42942172288894653;0;220;220
0.14274421334266663;0;221;221
0.03656774014234543;0;222;222
0.19656957685947418;0;223;223
0.061327531933784485;0;224;224
0.8982983827590942;0;225;225
0.12498056143522263;0;226;226
0.1181776374578476;0;227;227
0.034674644470214844;0;228;228
0.20562179386615753;0;229;229
0.019440723583102226;0;230;230
0.2833179533481598;0;231;231
0.577875018119812;0;232;232
0.29467350244522095;0;233;233
0.2083895206451416;0;234;234
0.11227032542228699;0;235;235
0.09886285662651062;0;236;236
0.10092950612306595;0;237;237
0.052628107368946075;0;238;238
0.22069941461086273;0;239;239
0.04933390021324158;0;240;240
0.20481452345848083;0;241;241
0.18535393476486206;0;242;242
0.7553855180740356;0;243;243
0.45991185307502747;0;244;244
0.27533531188964844;0;245;245
0.3174055516719818;0;246;246
0.45443737506866455;0;247;247
0.08185149729251862;0;248;248
0.28902414441108704;0;249;249
0.14183539152145386;0;250;250
0.6690089106559753;0;251;251
0.08892490714788437;0;252;252
0.7664331793785095;0;253;253
0.09188128262758255;0;254;254
0.05112795531749725;0;255;255
0.31975340843200684;0;256;256
0.17657291889190674;0;257;257
1.178821325302124;0;258;258
0.38575252890586853;0;259;259
0.2280961573123932;0;260;260
0.24580633640289307;0;261;261
0.022737890481948853;0;262;262
0.25314807891845703;0;263;263
0.240685373544693;0;264;264
0.16109740734100342;0;265;265
0.12360086292028427;0;266;266
0.08252561092376709;0;267;267
0.0774831622838974;0;268;268
0.09397979825735092;0;269;269
0.7217501997947693;0;270;270
0.08770517259836197;0;271;271
0.1593220978975296;0;272;272
0.06681816279888153;0;273;273
0.12453000247478485;0;274;274
0.04114682599902153;0;275;275
1.037494421005249;0;276;276
0.6114871501922607;0;277;277
0.36859893798828125;0;278;278
0.10052549839019775;0;279;279
0.8594110608100891;0;280;280
0.8841760158538818;0;281;281
1.1523358821868896;0;282;282
0.39208465814590454;0;283;283
0.5151342153549194;0;284;284
0.21893441677093506;0;285;285
0.1298958957195282;0;286;286
0.4627012610435486;0;287;287
0.2419911026954651;0;288;288
0.21278105676174164;0;289;289
0.16999875009059906;0;290;290
0.22208064794540405;0;291;291
0.31811076402664185;0;292;292
0.6337392330169678;0;293;293
0.1637422740459442;0;294;294
0.34291720390319824;0;295;295
0.05494414269924164;0;296;296
0.0960785448551178;0;297;297
0.18155810236930847;0;298;298
0.5292381048202515;0;299;299
0.05383150279521942;0;300;300
0.11418672651052475;0;301;301
0.11889170110225677;0;302;302
0.08333911001682281;0;303;303
0.16923558712005615;0;304;304
0.2514849603176117;0;305;305
0.14599843323230743;0;306;306
0.07350978255271912;0;307;307
0.03983744606375694;0;308;308
0.37432050704956055;0;309;309
0.02159734256565571;0;310;310
0.040743421763181686;0;311;311
0.22923804819583893;0;312;312
0.5392917394638062;0;313;313
0.9286795258522034;0;314;314
0.5325028896331787;0;315;315
0.040382061153650284;0;316;316
0.39163705706596375;0;317;317
0.6031408309936523;0;318;318
0.15523745119571686;0;319;319
0.31278058886528015;0;320;320
0.3462078273296356;0;321;321
0.16594310104846954;0;322;322
0.04394175857305527;0;323;323
0.5969057083129883;0;324;324
0.394035279750824;0;325;325
0.2931033670902252;0;326;326
0.7313975691795349;0;327;327
0.1560782939195633;0;328;328
0.19293701648712158;0;329;329
0.400179922580719;0;330;330
0.26302939653396606;0;331;331
0.20528802275657654;0;332;332
0.15185505151748657;0;333;333
0.15701399743556976;0;334;334
0.406286358833313;0;335;335
0.5273007154464722;0;336;336
0.07525435090065002;0;337;337
0.20892560482025146;0;338;338
0.16463711857795715;0;339;339
0.2963670492172241;0;340;340
0.31064003705978394;0;341;341
0.05550544708967209;0;342;342
0.08035295456647873;0;343;343
0.27109551429748535;0;344;344
0.06723730266094208;0;345;345
1.1447038650512695;0;346;346
0.04839332029223442;0;347;347
0.1074991375207901;0;348;348
0.14906752109527588;0;349;349
0.2892459034919739;0;350;350
0.020769264549016953;0;351;351
0.1491113156080246;0;352;352
0.025847289711236954;0;353;353
0.1876872181892395;0;354;354
0.3614293932914734;0;355;355
0.2525116503238678;0;356;356
0.26856622099876404;0;357;357
0.06261846423149109;0;358;358
0.8012720942497253;0;359;359
0.16103756427764893;0;360;360
0.02779170498251915;0;361;361
0.03860348463058472;0;362;362
0.5296519994735718;0;363;363
0.3099771738052368;0;364;364
0.3241315484046936;0;365;365
0.16908779740333557;0;366;366
0.3943435549736023;0;367;367
0.11118586361408234;0;368;368
0.01729440875351429;0;369;369
0.08500360697507858;0;370;370
0.12738046050071716;0;371;371
0.23543959856033325;0;372;372
0.6098442077636719;0;373;373
0.18019099533557892;0;374;374
0.22554157674312592;0;375;375
0.3206278085708618;0;376;376
0.1436612606048584;0;377;377
0.6484902501106262;0;378;378
0.047337260097265244;0;379;379
0.10389608144760132;0;380;380
0.27233147621154785;0;381;381
0.054120056331157684;0;382;382
0.06770743429660797;0;383;383
0.7278363704681396;0;384;384
0.036267396062612534;0;385;385
0.1429987996816635;0;386;386
0.08926834911108017;0;387;387
0.27177876234054565;0;388;388
0.08614549785852432;0;389;389
0.03617556393146515;0;390;390
0.05013129487633705;0;391;391
0.03869962692260742;0;392;392
0.36587780714035034;0;393;393
0.20421646535396576;0;394;394
0.1882573515176773;0;395;395
0.09693305939435959;0;396;396
0.007355076260864735;0;397;397
0.18724623322486877;0;398;398
0.522129237651825;0;399;399
0.10732993483543396;0;400;400
0.05049645155668259;0;401;401
0.02036253921687603;0;402;402
0.26429107785224915;0;403;403
0.3389146029949188;0;404;404
0.006909087300300598;0;405;405
0.08089452981948853;0;406;406
0.12812858819961548;0;407;407
0.40028437972068787;0;408;408
0.048801831901073456;0;409;409
0.24434390664100647;0;410;410
0.17090150713920593;0;411;411
0.10320999473333359;0;412;412
0.8052237033843994;0;413;413
0.053298961371183395;0;414;414
0.027274496853351593;0;415;415
0.023244069889187813;0;416;416
0.15468639135360718;0;417;417
0.2771780788898468;0;418;418
0.2318403124809265;0;419;419
0.24076680839061737;0;420;420
0.2366381585597992;0;421;421
0.11336994171142578;0;422;422
0.12819677591323853;0;423;423
0.07997411489486694;0;424;424
0.07017916440963745;0;425;425
0.11122539639472961;0;426;426
0.7548180222511292;0;427;427
0.23429305851459503;0;428;428
0.20324060320854187;0;429;429
0.1780511736869812;0;430;430
0.6931208968162537;0;431;431
0.14042365550994873;0;432;432
0.0897829458117485;0;433;433
0.10536999255418777;0;434;434
0.10217905789613724;0;435;435
0.21651694178581238;0;436;436
0.3585328459739685;0;437;437
0.49039679765701294;0;438;438
1.6956310272216797;0;439;439
0.3250568211078644;0;440;440
0.07172751426696777;0;441;441
0.7645810842514038;0;442;442
0.05281061679124832;0;443;443
0.465728759765625;0;444;444
0.19620594382286072;0;445;445
0.36280545592308044;0;446;446
0.5891506671905518;0;447;447
0.18222060799598694;0;448;448
0.04484286159276962;0;449;449
0.04842779040336609;0;450;450
0.2696768045425415;0;451;451
0.19165802001953125;0;452;452
0.154316246509552;0;453;453
0.08927552402019501;0;454;454
0.20456676185131073;0;455;455
0.14119775593280792;0;456;456
0.12956060469150543;0;457;457
0.08456666767597198;0;458;458
0.03744449466466904;0;459;459
0.048580873757600784;0;460;460
0.3117769658565521;0;461;461
0.21482789516448975;0;462;462
0.14502672851085663;0;463;463
0.11284404247999191;0;464;464
0.7185856103897095;0;465;465
0.4761090874671936;0;466;466
0.05637495964765549;0;467;467
0.1534731388092041;0;468;468
0.2682645320892334;0;469;469
0.10882088541984558;0;470;470
1.4394618272781372;0;471;471
0.3739587962627411;0;472;472
0.6017218828201294;0;473;473
0.37031468749046326;0;474;474
0.42588382959365845;0;475;475
0.07685934007167816;0;476;476
0.035492002964019775;0;477;477
0.30370792746543884;0;478;478
0.393583208322525;0;479;479
0.035049937665462494;0;480;480
0.5339285135269165;0;481;481
0.5393396615982056;0;482;482
0.13122980296611786;0;483;483
0.10274241864681244;0;484;484
0.08159902691841125;0;485;485
0.19131624698638916;0;486;486
0.3340800404548645;0;487;487
0.07155545800924301;0;488;488
0.007953424006700516;0;489;489
0.2151319980621338;0;490;490
0.05056072026491165;0;491;491
0.36504456400871277;0;492;492
0.6300507187843323;0;493;493
0.5280109643936157;0;494;494
0.10499478876590729;0;495;495
0.23986518383026123;0;496;496
0.34070512652397156;0;497;497
0.10911034047603607;0;498;498
0.1896824836730957;0;499;499
0.585331916809082;0;500;500
0.029140569269657135;0;501;501
0.2561224400997162;0;502;502
1.0171685218811035;0;503;503
0.10373947024345398;0;504;504
0.047423236072063446;0;505;505
0.11377282440662384;0;506;506
0.07955171912908554;0;507;507
0.2547978162765503;0;508;508
0.020694267004728317;0;509;509
0.06742894649505615;0;510;510
0.3480079174041748;0;511;511
0.13867278397083282;0;512;512
0.08564555644989014;0;513;513
0.37560784816741943;0;514;514
0.53094482421875;0;515;515
0.11024309694766998;0;516;516
1.0408413410186768;0;517;517
0.2041812688112259;0;518;518
0.1615879237651825;0;519;519
0.0995856449007988;0;520;520
0.2579209804534912;0;521;521
0.9768834710121155;0;522;522
0.4551074206829071;0;523;523
0.051347047090530396;0;524;524
0.15306882560253143;0;525;525
0.16954031586647034;0;526;526
0.03149003908038139;0;527;527
0.4512181282043457;0;528;528
0.05219255015254021;0;529;529
0.39473265409469604;0;530;530
0.19023291766643524;0;531;531
0.46861928701400757;0;532;532
0.1455497145652771;0;533;533
0.14874395728111267;0;534;534
0.054866909980773926;0;535;535
0.1885613650083542;0;536;536
0.20910871028900146;0;537;537
0.3077494502067566;0;538;538
0.06340211629867554;0;539;539
0.21814590692520142;0;540;540
0.14275668561458588;0;541;541
0.23486113548278809;0;542;542
0.20183596014976501;0;543;543
0.5737382173538208;0;544;544
0.2826690971851349;0;545;545
0.8533037304878235;0;546;546
0.14628002047538757;0;547;547
0.2906527519226074;0;548;548
0.06180330365896225;0;549;549
0.15697596967220306;0;550;550
0.3682613968849182;0;551;551
0.5218430757522583;0;552;552
0.035381969064474106;0;553;553
0.12385330349206924;0;554;554
0.0840555727481842;0;555;555
0.0789559930562973;0;556;556
0.01918385922908783;0;557;557
0.21215008199214935;0;558;558
0.8162596821784973;0;559;559
0.8814650774002075;0;560;560
0.07204072177410126;0;561;561
0.030325669795274734;0;562;562
0.016375243663787842;0;563;563
0.7842156291007996;0;564;564
0.21988652646541595;0;565;565
0.5436199903488159;0;566;566
0.23395118117332458;0;567;567
0.1347648650407791;0;568;568
0.508257269859314;0;569;569
0.07242283970117569;0;570;570
0.0982726514339447;0;571;571
0.01924276351928711;0;572;572
0.2001090794801712;0;573;573
0.2904966473579407;0;574;574
0.010139498859643936;0;575;575
0.9899707436561584;0;576;576
0.15778546035289764;0;577;577
0.03875312954187393;0;578;578
0.04891896992921829;0;579;579
0.1262018382549286;0;580;580
0.1867368519306183;0;581;581
0.038686592131853104;0;582;582
0.06568499654531479;0;583;583
0.8215524554252625;0;584;584
0.054420385509729385;0;585;585
0.1768067330121994;0;586;586
0.0167540293186903;0;587;587
0.2707396149635315;0;588;588
0.2555665075778961;0;589;589
0.9001614451408386;0;590;590
0.05707184970378876;0;591;591
0.16321134567260742;0;592;592
0.16657967865467072;0;593;593
0.19906102120876312;0;594;594
0.14700205624103546;0;595;595
0.0996122807264328;0;596;596
0.021447021514177322;0;597;597
0.0796930342912674;0;598;598
0.22766053676605225;0;599;599
0.23017439246177673;0;600;600
0.010916494764387608;0;601;601
0.008290737867355347;0;602;602
0.11439189314842224;0;603;603
0.336046040058136;0;604;604
0.3830607533454895;0;605;605
0.560945451259613;0;606;606
0.2686600983142853;0;607;607
0.7294871807098389;0;608;608
0.0946768969297409;0;609;609
0.1000908687710762;0;610;610
0.20397700369358063;0;611;611
0.08281446248292923;0;612;612
0.21467743813991547;0;613;613
0.057887859642505646;0;614;614
0.008599466644227505;0;615;615
0.45291614532470703;0;616;616
0.45137855410575867;0;617;617
0.41206610202789307;0;618;618
0.1977786421775818;0;619;619
0.3797745704650879;0;620;620
0.1475646197795868;0;621;621
0.03185240179300308;0;622;622
0.20504021644592285;0;623;623
0.1923622190952301;0;624;624
0.11340951919555664;0;625;625
0.0666324645280838;0;626;626
0.18121570348739624;0;627;627
0.06165575981140137;0;628;628
0.13524571061134338;0;629;629
0.041150543838739395;0;630;630
0.4262170195579529;0;631;631
0.48864373564720154;0;632;632
0.6266027092933655;0;633;633
0.0541369765996933;0;634;634
0.16200193762779236;0;635;635
0.1299581527709961;0;636;636
0.2133564054965973;0;637;637
0.6064017415046692;0;638;638
0.07535253465175629;0;639;639
0.33532074093818665;0;640;640
0.17174097895622253;0;641;641
0.19083398580551147;0;642;642
0.3133418560028076;0;643;643
0.43524760007858276;0;644;644
0.1982981264591217;0;645;645
0.07233677804470062;0;646;646
0.02584243379533291;0;647;647
0.14740847051143646;0;648;648
0.023969106376171112;0;649;649
0.08703288435935974;0;650;650
0.11744344234466553;0;651;651
0.03944697231054306;0;652;652
0.4042702913284302;0;653;653
0.12131375074386597;0;654;654
0.29070577025413513;0;655;655
0.07391926646232605;0;656;656
0.1612345278263092;0;657;657
0.22906087338924408;0;658;658
0.17453420162200928;0;659;659
0.12901605665683746;0;660;660
0.1661403775215149;0;661;661
0.11494621634483337;0;662;662
0.15821966528892517;0;663;663
0.15894761681556702;0;664;664
0.016908852383494377;0;665;665
0.9033336043357849;0;666;666
1.1957647800445557;0;667;667
0.5801467895507812;0;668;668
0.011893656104803085;0;669;669
0.24914824962615967;0;670;670
0.03359603136777878;0;671;671
0.08325205743312836;0;672;672
0.25642168521881104;0;673;673
0.9655668139457703;0;674;674
0.25587528944015503;0;675;675
0.23575527966022491;0;676;676
0.1038256287574768;0;677;677
0.1210981011390686;0;678;678
0.008016315288841724;0;679;679
0.16807976365089417;0;680;680
0.46544888615608215;0;681;681
0.15715040266513824;0;682;682
0.17236332595348358;0;683;683
0.0554829016327858;0;684;684
0.056760624051094055;0;685;685
0.037718381732702255;0;686;686
0.29212048649787903;0;687;687
0.13822729885578156;0;688;688
0.633860170841217;0;689;689
0.1440599411725998;0;690;690
0.3473896384239197;0;691;691
0.14691480994224548;0;692;692
0.17475074529647827;0;693;693
0.01462829951196909;0;694;694
0.17975744605064392;0;695;695
0.14963428676128387;0;696;696
0.17478695511817932;0;697;697
0.14194215834140778;0;698;698
0.2584467828273773;0;699;699
0.05100972205400467;0;700;700
0.2388814389705658;0;701;701
0.08108305931091309;0;702;702
0.12844449281692505;0;703;703
0.08827844262123108;0;704;704
0.5666840076446533;0;705;705
0.9401004910469055;0;706;706
0.05462583899497986;0;707;707
0.06991010904312134;0;708;708
0.11788024008274078;0;709;709
0.6148189902305603;0;710;710
0.1787080317735672;0;711;711
0.17572036385536194;0;712;712
0.10900750756263733;0;713;713
0.006730017252266407;0;714;714
0.3825339674949646;0;715;715
0.801457405090332;0;716;716
0.23339012265205383;0;717;717
0.07546711713075638;0;718;718
0.020637743175029755;0;719;719
0.041456110775470734;0;720;720
0.5135380625724792;0;721;721
0.014833608642220497;0;722;722
0.1692945659160614;0;723;723
0.06675714999437332;0;724;724
0.15992683172225952;0;725;725
0.27916815876960754;0;726;726
0.2723816931247711;0;727;727
0.3855166733264923;0;728;728
0.18791814148426056;0;729;729
0.2119375616312027;0;730;730
0.024718282744288445;0;731;731
0.1113327145576477;0;732;732
0.01801658421754837;0;733;733
0.1886143982410431;0;734;734
0.06828317046165466;0;735;735
0.21787041425704956;0;736;736
0.41487741470336914;0;737;737
0.28020721673965454;0;738;738
0.21964523196220398;0;739;739
0.09970162808895111;0;740;740
0.03523492440581322;0;741;741
0.08280688524246216;0;742;742
0.6106439828872681;0;743;743
0.1300039440393448;0;744;744
0.242384672164917;0;745;745
0.12300068140029907;0;746;746
0.06566249579191208;0;747;747
0.36562490463256836;0;748;748
0.3432345986366272;0;749;749
0.23299270868301392;0;750;750
0.19850298762321472;0;751;751
0.12592333555221558;0;752;752
